Username	UserID	Tweet	Reply_to	Location	Date	Year	Month	Tweet_Translated
Diamandbacks	263749346	"That didn’t take long

 JFK, SF and LAX airports to screen for Chinese coronavirus via @MailOnline"		Skyhigh Mountain, NY	Fri Jan 17 21:54:56 +0000 2020	2020	1	"That didn’t take long

 JFK, SF and LAX airports to screen for Chinese coronavirus via @MailOnline"
OogyCoyote	22778856	RT @jawja100: CDC To Screen For New Strain Of Coronavirus At 3 U.S. Airports 		Santa Fe, NM	Fri Jan 17 21:54:48 +0000 2020	2020	1	RT @jawja100: CDC To Screen For New Strain Of Coronavirus At 3 U.S. Airports
DianaMOrtizC	240110103	"RT @asocepi: Que esta pasando con el brote de mortalidad de neumonia por Corona virus?. Último reporte de la OMS. 
"			Fri Jan 17 21:54:43 +0000 2020	2020	1	RT @asocepi: What is happening with the Corona virus pneumonia mortality outbreak? Latest WHO report.
Gothamist	810424	Passengers Arriving At JFK From Wuhan China To Be Screened For New Coronavirus Strain 		New York, NY	Fri Jan 17 21:54:25 +0000 2020	2020	1	Passengers Arriving At JFK From Wuhan China To Be Screened For New Coronavirus Strain
canadanewsmedia	953885732602503168	The CDC and Homeland Security begin screening for Chinese Coronavirus at three major US airports as outbreak spread… 		Toronto, Ontario	Fri Jan 17 21:54:24 +0000 2020	2020	1	The CDC and Homeland Security begin screening for Chinese Coronavirus at three major US airports as outbreak spread…
noticiaspemundo	1166815961099296768	"Ante brote de coronavirus, EEUU toma medidas en aeropuertos - Noticias Mundo
"		United States	Fri Jan 17 21:54:10 +0000 2020	2020	1	In the face of coronavirus outbreak, the US takes measures at airports - World News
ameriperezrey	931026621456420864	RT @DLasAmericas: EEUU toma medidas en aeropuertos ante brote de coronavirus 		Del mundo	Fri Jan 17 21:53:51 +0000 2020	2020	1	RT @DLasAmericas: US takes measures at airports due to coronavirus outbreak
observint	153970990	@andrefran Talvez seja interessante ver como os japoneses estão reagindo aos primeiros casos desse misterioso coron… 	38799818.0	Porto Alegre	Fri Jan 17 21:53:25 +0000 2020	2020	1	@andrefran It might be interesting to see how the Japanese are reacting to the first cases of this mysterious coron ...
ivorycomm1	844183688	Travelers at 3 U.S. airports to be screened for new, potentially deadly Chinese virus  			Fri Jan 17 21:53:19 +0000 2020	2020	1	Travelers at 3 U.S. airports to be screened for new, potentially deadly Chinese virus
Booking_Markets	3384455099	How Worried Should We Be About The New Coronavirus From China? - 			Fri Jan 17 21:53:06 +0000 2020	2020	1	How Worried Should We Be About The New Coronavirus From China? -
AntibodyNews	26528586	Characterization of novel monoclonal antibodies against MERScoronavirus spike protein.: Middle East Respiratory Syn… 		UK	Fri Jan 17 21:53:04 +0000 2020	2020	1	Characterization of novel monoclonal antibodies against MERScoronavirus spike protein.: Middle East Respiratory Syn…
raybae689	2732784567	Chinese virus: Several US airports to screen travellers after mysterious outbreak 		Queens, NY	Fri Jan 17 21:53:04 +0000 2020	2020	1	Chinese virus: Several US airports to screen travellers after mysterious outbreak
PreparednessNP	160236111			Toronto	Fri Jan 17 21:53:02 +0000 2020	2020	1	
vickers_julian	839820752253763585	Coronavirus: second death in China after Sars-like outbreak 			Fri Jan 17 21:53:02 +0000 2020	2020	1	Coronavirus: second death in China after Sars-like outbreak
PepsiCola78910	804795149226217473	RT @abcactionnews: China reports 2nd death from new coronavirus behind pneumonia outbreak 		Florida, USA	Fri Jan 17 21:52:36 +0000 2020	2020	1	RT @abcactionnews: China reports 2nd death from new coronavirus behind pneumonia outbreak
TheTravelMDs	1088608586559905792	As of January 17, 2020, travelers from Wuhan to the US will undergo entry screening for symptoms associated with 20… 		North Carolina, USA	Fri Jan 17 21:52:21 +0000 2020	2020	1	As of January 17, 2020, travelers from Wuhan to the US will undergo entry screening for symptoms associated with 20…
Es_Enki	1211584216971935744	RT @DLasAmericas: EEUU toma medidas en aeropuertos ante brote de coronavirus 		Cambridge, England 	Fri Jan 17 21:51:42 +0000 2020	2020	1	RT @DLasAmericas: US takes measures at airports due to coronavirus outbreak
marksflights	897637973625262080	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus 			Fri Jan 17 21:51:32 +0000 2020	2020	1	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus
SriLankamedical	2192093910	China reports second death from mystery coronavirus 		Sri Lanka	Fri Jan 17 21:51:32 +0000 2020	2020	1	China reports second death from mystery coronavirus
TheArticleTrunk	204959977	U.S. to screen passengers for new China coronavirus at 3 airports 		New York, New York	Fri Jan 17 21:51:23 +0000 2020	2020	1	U.S. to screen passengers for new China coronavirus at 3 airports
SWNIntertrade	2268965659	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus 		Bangkok,Thailand	Fri Jan 17 21:51:21 +0000 2020	2020	1	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus
Jose56808472	1049075572192600064	Leyendo Japón confirma el primer caso de coronavirus; OMS advierte a todo el mundo  en vía @DineroEnImagen			Fri Jan 17 21:50:55 +0000 2020	2020	1	Reading Japan Confirms First Case of Coronavirus; WHO warns everyone via @DineroEnImagen
NieveCecilia	73198810	RT @Forbes: 		Estados Unidos	Fri Jan 17 21:50:49 +0000 2020	2020	1	RT @Forbes:
WhittierNews	19414861	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Whittier, Calif.	Fri Jan 17 23:59:42 +0000 2020	2020	1	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus
nationalpost	14216661	Coronavirus: Will there be another SARS-like outbreak? 		Canada	Fri Jan 17 23:59:32 +0000 2020	2020	1	Coronavirus: Will there be another SARS-like outbreak?
orozcocubillos	2617465802	"RT @CHVNoticias: #CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus

"			Fri Jan 17 23:59:23 +0000 2020	2020	1	RT @CHVNoticias: #CHVNoticias | Worldwide alert after China confirms a second death from coronavirus
APHealth1	1421187667	Infection Control - US to Screen Airline Passengers from China for New Illness: #coronavirus			Fri Jan 17 23:59:10 +0000 2020	2020	1	Infection Control - US to Screen Airline Passengers from China for New Illness: #coronavirus
Glass1ncision	977449884	#Travelers use precautions. #CDC announced mysterious viral outbreak linked to Wuhan #China two have died. This is… 		۰•● ❤ ●•۰	Fri Jan 17 23:59:08 +0000 2020	2020	1	#Travelers use precautions. #CDC announced mysterious viral outbreak linked to Wuhan #China two have died. This is…
sergio92720565	1141897362127970305	"RT @CHVNoticias: #CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus

"			Fri Jan 17 23:59:02 +0000 2020	2020	1	RT @CHVNoticias: #CHVNoticias | Worldwide alert after China confirms a second death from coronavirus
IlindelatorreMD	17943376	"Alerta Epidemiológica: nuevo coronavirus (nCoV)

La OMS ha preparado un paquete técnico para informar y apoyar a lo… "		Samborondón 𖦸 Ecuador 	Fri Jan 17 23:59:02 +0000 2020	2020	1	"Epidemiological Alert: new coronavirus (nCoV)

WHO has prepared a technical package to inform and support the ..."
mrcesarlopez	627798694	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:58:44 +0000 2020	2020	1	RT @maibortpetit: Three US airports will begin screening Chinese passengers who could carry the coronavirus
IDRACKPakistan	3236942364	@ImranKhanPTI @SaniaNishtar A report by @imperialcollege @MRC_Outbreak today on the new Coronavirus. One case each… 	3236942364.0	Singapore	Fri Jan 17 23:58:33 +0000 2020	2020	1	@ImranKhanPTI @SaniaNishtar A report by @imperialcollege @MRC_Outbreak today on the new Coronavirus. One case each…
CHVNoticias	51326671	#CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus… 		Santiago, Chile	Fri Jan 17 23:58:29 +0000 2020	2020	1	#CHVNews | Worldwide alert after China confirmed a second death from coronavirus ...
viralizeed_es	743806810008748032	Noticia más #viral ahora (AR): Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros c.. 			Fri Jan 17 23:58:18 +0000 2020	2020	1	More #viral news now (AR): Three US airports will begin testing passengers c ..
ladailynews	5513142	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Woodland Hills, Calif.	Fri Jan 17 23:58:01 +0000 2020	2020	1	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus
German05Ramirez	790439281	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:57:54 +0000 2020	2020	1	RT @maibortpetit: Three US airports will begin screening Chinese passengers who could carry the coronavirus
Greys_Fuentes_	2941591276	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:57:41 +0000 2020	2020	1	RT @maibortpetit: Three US airports will begin screening Chinese passengers who could carry the coronavirus
wakeuprichmond	1148788797359841280	"RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.

"			Fri Jan 17 23:57:27 +0000 2020	2020	1	RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.
RedlandsNews	48791466	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Redlands, CA	Fri Jan 17 23:57:03 +0000 2020	2020	1	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus
cnve24	461222642	"¡Qué peligro! #EEUU toma medidas en aeropuertos ante brote de coronavirus 
#17Ene

"		Caracas, Venezuela	Fri Jan 17 23:57:02 +0000 2020	2020	1	"What a danger! #USA takes measures in airports before coronavirus outbreak
# 17Jan"
SCCMPresident	2342768816	There appress to be a new coronavirus from China leading to severe infection and some deaths.  CDC starting screeni… 		Chicago, IL	Fri Jan 17 23:57:00 +0000 2020	2020	1	There appress to be a new coronavirus from China leading to severe infection and some deaths.  CDC starting screeni…
nadia_ab	103475177	"RT @501Awani: Thailand kesan coronavirus kedua daripada pelancong kedua China

#AWANInews #FajarAWANI "		No where.	Fri Jan 17 23:56:58 +0000 2020	2020	1	"RT @ 501Awani: Thailand second coronavirus effect from China's second tourist

#AWANInews #FajarAWANI"
HelenHu90069822	998034431817408513	RT @niubi: U.S. to begin airport screening for new China virus as concerns grow 		New South Wales, Australia	Fri Jan 17 23:56:38 +0000 2020	2020	1	RT @niubi: U.S. to begin airport screening for new China virus as concerns grow
d_chosen_juan	1024991814221148161	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus 		United States	Fri Jan 17 23:56:28 +0000 2020	2020	1	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus
LaHogueraMx	896659679148822528	TODO PUDO HABER SURGIDO DE UN MERCADO DE MARISCOS. La OMS dio a conocer algunos aspectos de este nuevo coronavirus… 			Fri Jan 17 23:56:10 +0000 2020	2020	1	EVERYTHING COULD HAVE EMERGED FROM A SEAFOOD MARKET. The WHO released some aspects of this new coronavirus ...
airnation	45556215	China identifies virus in Wuhan outbreak via @SCMPNews			Fri Jan 17 23:56:07 +0000 2020	2020	1	China identifies virus in Wuhan outbreak via @SCMPNews
LiVMery	853327783	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:55:42 +0000 2020	2020	1	RT @maibortpetit: Three US airports will begin screening Chinese passengers who could carry the coronavirus
EvaSiu21	907419378961940480	"RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.

"			Fri Jan 17 23:55:20 +0000 2020	2020	1	RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.
benitez_maryann	2781994502	My take: China should have more stringent fever screening checks at all their airports and ports,esp out out of Wuh… 		Hong Kong	Fri Jan 17 23:54:56 +0000 2020	2020	1	My take: China should have more stringent fever screening checks at all their airports and ports,esp out out of Wuh…
thelonelypigwig	1181284277788397568	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 			Fri Jan 17 23:54:55 +0000 2020	2020	1	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 
Jothehkgirl	1169398236404043776	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 		香港	Fri Jan 17 23:54:43 +0000 2020	2020	1	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 
lucykelly1950	406432085	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:54:42 +0000 2020	2020	1	RT @maibortpetit: Three US airports will begin screening Chinese passengers who could carry the coronavirus
carlosvlozano	1480484899	Coronavirus screenings to begin at LAX, two other U.S. airports amid outbreak in China 		los angeles, ca.	Fri Jan 17 23:54:21 +0000 2020	2020	1	Coronavirus screenings to begin at LAX, two other U.S. airports amid outbreak in China
CathyCeekay	4245704895	As they should...we don't need some new #virus #coronavirus #WuhanPneumonia #WuhanSARS #China 		Pittsburgh, PA	Fri Jan 17 23:53:53 +0000 2020	2020	1	As they should...we don't need some new #virus #coronavirus #WuhanPneumonia #WuhanSARS #China
exploreMeraki	1187324790262128640	#Travel Three U.S. airports to screen passengers for Chinese coronavirus 		SultanMeraki.com	Fri Jan 17 23:53:14 +0000 2020	2020	1	#Travel Three U.S. airports to screen passengers for Chinese coronavirus
airnation	45556215				Fri Jan 17 23:52:48 +0000 2020	2020	1	
Matt91516698	1126267857283608576	RT @AlvaroSmith_: Three U.S. Airports to Screen Passengers for Chinese Coronavirus 			Fri Jan 17 23:52:34 +0000 2020	2020	1	RT @AlvaroSmith_: Three U.S. Airports to Screen Passengers for Chinese Coronavirus
johnhand9	951278052	CDC To Screen For New Strain Of Coronavirus At 3 U.S. Airports 		United States, NYC	Fri Jan 17 23:51:45 +0000 2020	2020	1	CDC To Screen For New Strain Of Coronavirus At 3 U.S. Airports
airnation	45556215	"Good action better be safe than sorry #Canada should do the same 
#Travel "			Fri Jan 17 23:51:11 +0000 2020	2020	1	"Good action better be safe than sorry #Canada should do the same 
#Travel"
PenguinSix	1429751	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus - The New York Times 		Hong Kong	Fri Jan 17 23:51:07 +0000 2020	2020	1	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus - The New York Times
albanyradio44	3437639543	Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:51:03 +0000 2020	2020	1	Three US airports will begin testing Chinese passengers who could carry the coronavirus
