	Username	UserID	Tweet	Reply_to	Location	Date	Coordinates
168	Catmandu50	803260509353111557	"@realDonaldTrump
Here's some more business and jobs that can be filled here in the US

Coronavirus Exposes China’s…"	25073877.0	USA	Fri Feb 14 15:59:47 +0000 2020	
169	K38rescue	36197311	Current #Coronavirus #WuhanVirus tracking		Earth	Fri Feb 07 21:59:59 +0000 2020	
170	TamerlaneBlog	735839328	RT @yardley_wong: #day3 #coronaoutbreak #coronavirus #quarantine on #diamondprincess #bestmomentoftoday so nice to breathe fresh air		Calif., Darien Gap, Kashgar	Fri Feb 07 21:59:59 +0000 2020	
171	saudeniteroi	227642744	#Coronavirus Secretary of Health, Maria Celia Vasconcellos, was to Brasilia at a meeting of the Pan-America ...		Niterói - RJ	Fri Feb 07 21:59:58 +0000 2020	
172	PAHOemergencies	103067293	Lávate las ✋🤚 antes, durante y después de preparar los alimentos, después de usar el inodoro, y antes y después de… 		Washington, D.C.	Fri Feb 07 21:59:58 +0000 2020	
173	Kamerlid151	155545486	"RT @destandaard: Death of the Doctor Li ""whistleblower coronavirus, unleashes 'rare online revolt'"		Hoge Veluwe	Fri Feb 07 21:59:57 +0000 2020	
174	doollynoted	142073402	Coronavirus | Royal Caribbean Cruises Bans Guests with Chinese, Hong Kong, Macau Passports #coronavirus		[TWEETS HAVE SOURCES]	Fri Feb 07 21:59:57 +0000 2020	
175	TemitopeFaleye1	1143627413001265153	Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro		Nigeria	Fri Feb 07 21:59:57 +0000 2020	
176	KANTDEALDOTKOM	471501386	"""Scientists urge caution around pangolin 'link' in spread of deadly coronavirus"""		SAFEHOUSE	Fri Feb 07 21:59:57 +0000 2020	
177	OvlovUltra	552617586	RT @dahboo7: You Cant Keep Coronavirus Out of United States, Warns Epidemiologist #breaking #Coronavirus #News		Nowhere 	Fri Feb 07 21:59:57 +0000 2020	
178	jcheethamwriter	605518225	A little humour relief those quarantined in #China #Coronavirus		Canada	Fri Feb 07 21:59:56 +0000 2020	
179	Edunate_NL	1720295671	I'm seeing a number of news reports that are seemingly intentionally alarmist about the coronavirus expectations, w…		United States	Fri Feb 07 21:59:56 +0000 2020	
180	pwafork	556661091	Column’s up: Why tip-toeing around China’s sensitivities about coronavirus will only hurt us ⁦@dailytelegraph⁩		Sydney, Australia, ex-NYC	Fri Feb 07 21:59:56 +0000 2020	
181	Cleuza23019745	1176651234335514624	RT @DLasAmericas: Death of the doctor who alerted the coronavirus shakes China and WHO warns of lack of equipment		Ribeirão Preto, Brasil	Fri Feb 07 21:59:56 +0000 2020	
182	Fla_Medic	18868457	AFD Blog ` JAMA: Clinical Characteristics of 138 Hospitalized #Coronavirus Patients '		West Central Florida	Fri Feb 07 21:59:56 +0000 2020	
183	EdberdMolina	211943626	"RT @odyOzha: God and my all has #Coronavirus
#Twitter you feel good ????"			Fri Feb 07 21:59:56 +0000 2020	
184	Ashton_Nicks	62862709	Have you ever had a scratch in your throat so you try coughing to satisfy the itch but it doesn’t work so you cough…		Dallas/Fort Worth	Fri Feb 07 21:59:55 +0000 2020	
185	Sandra_Ri051	255082719	Coronavirus expected to hit Chinese travel, global economy -		RIJEKA 🇪🇺	Fri Feb 07 21:59:55 +0000 2020	
186	michaelfrazis	144507245	Just saying...		Sydney, Australia	Fri Feb 07 21:59:54 +0000 2020	
187	franber_mir	1144461076831981570	Chinese back does the same as the dog, the coronavirus making mischief		El Pinar, Canelones, Uruguay 	Fri Feb 07 21:59:54 +0000 2020	
188	Darth_Tueritox	128294195	"RT @porquetendenc: ""La Matanza""

Because the coronavirus came to that place but 5 minutes fled from fear"		San Tuerosburgo, Burgostan	Fri Feb 07 21:59:53 +0000 2020	
189	chrissi02890439	1225222318710042629	Regeneron likely to test treatments in coronavirus patients in few months - Reuters		Whitehouse Bowling Alley	Fri Feb 07 21:59:53 +0000 2020	
190	CrisjHerrera	160253947	RT @CarlosdelRio7: Clinical Characteristics of Patients With 2019 Novel Coronavirus (2019-nCoV)–Infected Pneumonia in Wuhan, China		Cairnholm	Fri Feb 07 21:59:52 +0000 2020	
191	BasBelderMEP	224572743	"China correspondent FAZ Friederike Böge reports that whistleblowers coronavirus by party device ""in mix ..."			Fri Feb 07 21:59:52 +0000 2020	
192	halegga1	4218076331			Deutschland	Fri Feb 07 21:59:51 +0000 2020	
193	2006Patty090274	1199303178073858049	"@doc_galan24 @DDerribador @diarioeldeber @JeanineAnez 🤷🏻‍♀️
Cuando no saben que decir, sólo rebuznan...
No te pido… "	1.1944151679640904e+18		Fri Feb 07 21:59:51 +0000 2020	
194	FleyRasa	257844399	fear of being quarantined with coronavirus infected patients = citizens not reporting themselves sick / checking in…		Miami, FL	Fri Feb 07 21:59:51 +0000 2020	
195	CoronaTurkey	2753159139	"@dajiyu the ☣️: the funeral home until the rest of the staff for years, ""I could sleep for two or three hours a day ..."	2753159139.0	Türkiye	Fri Feb 07 21:59:51 +0000 2020	
196	masakazu_mura	256907148	RT @LifetimeUSCN: US scientists investigate novel coronavirus source of the virus will be the first screening of the new coronavirus is whether a combination of sources of artificial and deliberately spread.		神奈川県横浜市	Fri Feb 07 21:59:51 +0000 2020	
197	ElpitucoCom	1444290900	- Dan isolated patients tested negative for coronavirus suspected symptoms - ...		San Fco.de Macoris	Fri Feb 07 21:59:51 +0000 2020	
198	Greenlight21M	1068628726143954945	RT @CGTNOfficial: Love conquers fear as 30,000 people from 64 countries got married together in South Korea			Fri Feb 07 21:59:50 +0000 2020	
199	Canaentupelo	839809179749658625	You do not conceal more: Twitter has coronavirus.			Fri Feb 07 21:59:50 +0000 2020	
200	Splash_247	871820418	RT @Boxshipsports: Shipping braces for extended factory closures in coronavirus-hit China			Fri Feb 07 21:59:49 +0000 2020	
201	twistedblaster	247196798	"RT @danm4n: So you telling me a Pokemon is responsible for Coronavirus? 

#pangolin"		San Francisco	Fri Feb 07 21:59:49 +0000 2020	
202	confusenet	119740263	U.S. announces aid for China, other countries impacted by coronavirus			Fri Feb 07 21:59:49 +0000 2020	
203	Alfredojose2c	104968651	RT @AFPespanol: #ULTIMAHORA The director of the WHO convenes a new emergency meeting Thursday on the new coronavirus #AFP		Narnia	Wed Jan 29 15:59:59 +0000 2020	
204	Paul66153553	1015880298335211520	RT @tesssummers98: Wow. China's shut down its Stock Market!		NW, England	Wed Jan 29 15:59:59 +0000 2020	
205	kauezix	1167981849496424448	@Fucktimberlake RT: discovering that dengue coronavirus arrived at Brazil			Wed Jan 29 15:59:59 +0000 2020	
206	JoeDeLallo	190781895	Don’t Worry About The Coronavirus. Worry About The Flu.		Atlanta	Wed Jan 29 15:59:59 +0000 2020	
207	AbuMusab80	2242753045			Kuala Lumpur Federal Territory	Wed Jan 29 15:59:59 +0000 2020	
208	AlbertoteZafra	466857245	RT @AgenteSmint: The effects of the coronavirus are devastating.		Fábrica Oreo	Wed Jan 29 15:59:59 +0000 2020	
209	luksnevs_	1144695890147446786	You guys seem that the coronavirus has arrived in Brazil and the symptoms are these:			Wed Jan 29 15:59:59 +0000 2020	
210	MoyPerea	879164862	RT @Newsweek: U.S Forces Korea issues travel warning after coronavirus case found in man living near two military bases			Wed Jan 29 15:59:59 +0000 2020	
211	kbellojaguar	1150116279690416129	@Fucktimberlake RT: discovering that dengue coronavirus arrived at Brazil		Laurmila Stan	Wed Jan 29 15:59:59 +0000 2020	
212	Alarickk_	421708089	NIH's Dr. Anthony Fauci on efforts to contain, combat the coronavirus |			Wed Jan 29 15:59:59 +0000 2020	
213	Eeshani10	965643494437146624	"RT @dmgr_: day 3 of people not spelling coronavirus correctly
#coronaravirus"		bts 	Wed Jan 29 15:59:58 +0000 2020	
214	OCSassenach	1109646137445670912	RT @BBCBreaking: Britons flown back from Wuhan, in China to be put in quarantine for fortnight amid concern over coronavirus outbreak		California, USA	Wed Jan 29 15:59:58 +0000 2020	
215	boborsky	34220637	Coronavirus Is Worse Than You've Been Told: Scientist Explains via @YouTube		Nairobi Kenya	Wed Jan 29 15:59:58 +0000 2020	
216	UPSOqt59uobLfGx	3382786307	RT @XHNews: Tibet activates top-level emergency response after first suspected case of novel #coronavirus being reported			Wed Jan 29 15:59:58 +0000 2020	
217	SLF1776	1197241760805720065	China no want help		Kansas, USA	Wed Jan 29 15:59:58 +0000 2020	
218	whiskyhusky	1189963791393406976	"RT @KongEmer: Possible cause of #outbreak
#WARS #coronavirus #WuhanOutbreak @SenHawleyPress @DominicRaab @CDCemergency @Noaji_0123"			Wed Jan 29 15:59:58 +0000 2020	
219	Shazomiii	138875911	We deserve Coronavirus		XIX Lagos, Nigeria	Wed Jan 29 15:59:57 +0000 2020	
220	MatiiMelgarejo	363415727	@DavidLoppacher RT: When you hear that the coronavirus came to Paraguay		Asuncion	Wed Jan 29 15:59:57 +0000 2020	
221	kinnor21	2303453534	News that trend today: - Today President Duque visit the Catatumbo. - Five children dead and 60 sick ...		Bogotá - Colombia	Wed Jan 29 15:59:57 +0000 2020	
222	origami444	622147481	RT @USATODAY: Some people seem to think that the deadly outbreak is somehow related to Corona beer. It's not.		West Japan	Wed Jan 29 15:59:57 +0000 2020	
223	PauloPaulopen	2871247484	RT @JoanaCunhaO: S.A .: Chinese Panel calls for strengthening the mask manufacturer to coronavirus in Brazil			Wed Jan 29 15:59:57 +0000 2020	
224	bikinimowing	636933399	#coronavirus #coronoavirus #coronaravirus #CoronaOutbreak		United States	Wed Jan 29 15:59:57 +0000 2020	
225	kevin_gmunoz	2387811102	"RT @velmdza: The making assessments of the @msaludpy
- Hey you got coronavirus
- do not
-"			Wed Jan 29 15:59:56 +0000 2020	
226	nelmadman	918195949356404736	RT @washingtonpost: British Airways cancels flights to China over coronavirus			Wed Jan 29 15:59:56 +0000 2020	
227	jade_scott1996	1222022011934760962	"RT @hopekookiee: just a little information about coronavirus, please rt and be safe
#coronaravirus"			Wed Jan 29 15:59:56 +0000 2020	
228	Parkster00	792157946	RT @M4ST3RSP4RK: I have a solution to the Coronavirus		Columbus, OH	Wed Jan 29 15:59:56 +0000 2020	
229	wallisweaver	20729327	Coronavirus Update:			Wed Jan 29 15:59:56 +0000 2020	
230	SSovranista	1197448135003574272	"RT @ Aldebaran_4: @ciaodom @LoredanaMaggi_ @matteosalvinimi I have done a good laugh ...
Read it"		Universo	Wed Jan 29 15:59:56 +0000 2020	
231	Dualitatem_	221514751	RT @BigCarlius: My immune system of the coronavirus defending myself when I get to Spain		Ciudadana del infinito.	Wed Jan 29 15:59:56 +0000 2020	
232	WPCION	1040805446569938944	The Director-General of the World Health Organization (WHO) will convene The International Health Regulations Emerg…		Islamic Republic of Pakistan	Wed Jan 29 15:59:56 +0000 2020	
233	GalactusGalaxis	4107908716	@ AnaSaba55113 @georgesoros @sanchezcastejon @laverdadweb Liberals are puppets of the NWO, they milked and they ...	9.664173963943322e+17	Please do not DM🚫	Wed Jan 29 15:59:56 +0000 2020	
234	nasseramparna	103819251	"#WUHANJiayou

Something we MUST SHARE! 

Heartwarming: Residents chant ""Wuhan, Jiayou"" for their city to hold on de…"		Singapore	Wed Jan 29 15:59:55 +0000 2020	
235	nwphysicians	726060963548520449	New West Physicians Evergreen Internal Medicine, Dr. Todd Wisser talking to Fox 31 about Coronavirus.…		Denver, CO	Wed Jan 29 15:59:55 +0000 2020	
236	drpatfarrell	42660725	Four Chinese citizens with coronavirus in UAE are tourists: official #news #feedly		United States	Wed Jan 29 15:59:55 +0000 2020	
237	bmlimam	127050671	@Legadaodamassa RT: Mano moral u think coronavirus dare come close a human being SUCH ?????			Wed Jan 29 15:59:55 +0000 2020	
238	McfallMarcy	989651812163600384	RT @Kevin_Shipp: Coronavirus: 200 Americans evacuate China. 5,974 Chinese cases, more than SARS Outbreak.		Idaho, USA	Wed Jan 29 15:59:55 +0000 2020	
239	SamRappold	2180618922	Apparently, less than promising looking new installments to long-running franchises are now at risk from coronaviru…			Wed Mar 04 20:44:57 +0000 2020	
240	WaterpennyW	905585546805764096	RT @Tssomas: We're clearly being lied to, wtf is going on in China #coronavirus			Fri Feb 07 23:59:59 +0000 2020	
241	tanwumeng	17463852	"Yummy food @ Clementi Ave 2 market yesterday — met some Clementi aunties too. ☺️❤️

We talked about the coronavirus…"		Singapore	Fri Feb 07 23:59:59 +0000 2020	
242	Chef_Fronk	2960169530	RT @weirdnews: US man wears plastic tent on plane to avoid coronavirus		Houston, TX	Fri Feb 07 23:59:59 +0000 2020	
243	WaitingforCALM	1216861720154648576	RT @cashton: There is a difference between a meme and be as estúpidx. Leaving aside because the coronavirus is a serious issue, chis ...			Fri Feb 07 23:59:59 +0000 2020	
244	DartNose	774806549357355008	RT @o_rips: The real world science experiment Wuhan #coronavirus		Bassano del Grappa, Veneto	Fri Feb 07 23:59:59 +0000 2020	
245	PioneerPress	15926431	Can I get coronavirus from a package delivered from China?		St. Paul, Minnesota	Fri Feb 07 23:59:58 +0000 2020	
246	kimbfalcone11	1105946230868332550	@thegoodgodabove Looks like you're giving us a plague. Its name is coronavirus which usa isn't taking seriously bec…	368196789.0		Fri Feb 07 23:59:58 +0000 2020	
247	Jaypandiyan1	1188788321532559361	RT @Ruptly: Mourners hold vigil in #HongKong for #Coronavirus whistleblower Dr. #LiWenliang		Malaysia	Fri Feb 07 23:59:58 +0000 2020	
248	tarheel_texas	1039176325846720512	"RT @SecretNews: White House Asks Scientists To Investigate Whether 2019-nCoV Was Bio-Engineered



#BreakingNews #Br…"		NC to TX	Fri Feb 07 23:59:58 +0000 2020	
249	JoeCristofaro	2494559689	Amazing moment here. #nCoV19 #coronavirus Chinese are uniting against corruption &amp; censorship even playing the song… 			Fri Feb 07 23:59:57 +0000 2020	
250	Chumchyboy	187878231	We all know how coronavirus is spreading and we got daily, if not hourly updates on numbers. But what about the num…		Nowhere	Fri Feb 07 23:59:57 +0000 2020	
251	1776Resistance	1147183892249624578	Bioweapons Expert Delivers Urgent Message to Trump on Coronavirus Outbreak - Breaking News from #NewsWars!! - Share…		Florida	Fri Feb 07 23:59:57 +0000 2020	
252	untungPWIRnekad	970127344890298368	RT @Tssomas: We're clearly being lied to, wtf is going on in China #coronavirus			Fri Feb 07 23:59:57 +0000 2020	
253	radiotamtamgabo	720288639314341890	# Health #Coronavirus: the pangolin or animals that would have transmitted the virus to humans		Bezons, France	Fri Feb 07 23:59:56 +0000 2020	
254	Teram323Tere	849448663546040320	RT @HopeSprings10: Don't buy the dip during the coronavirus sell-off, says Mohamed El-Erian		United States	Fri Feb 07 23:59:56 +0000 2020	
255	maricarvidalsam	2304084603	RT @abc_es: Chinese scientists say the pangolin could be the host of the new coronavirus			Fri Feb 07 23:59:56 +0000 2020	
256	Cooperativa	7668952	#LaCooperativa pangolin, scaly mammal which attributed the epidemic of the coronavirus:		Santiago, Chile	Fri Feb 07 23:59:56 +0000 2020	
257	KZPetro	755147429041713154	Experts envision two scenarios if new coronavirus isn't contained - STAT		Land of the Free	Fri Feb 07 23:59:56 +0000 2020	
258	theonlyqqq	712878442702880771	"RT @OlaTinee: Coronavirus: Africa are you ready??? 

Africans: Yeaaa 

Coronavirus: I said Africans are you readdyyyyyyy 🤘🏾🤘🏾🤘🏾🤘🏾🤘🏾 "			Fri Feb 07 23:59:56 +0000 2020	
259	EsquirePhoto	14973291	RT @radioheadfloyd: @lookner Did you see or discuss that 8 more Americans were diagnosed with coronavirus, and taken into quarantine?		USA, England, Germany, France	Fri Feb 07 23:59:55 +0000 2020	
260	TwoTigersonemo1	1175389721587060744	Dozens more infected with Coronavirus on cruise ship – as David and Sally Abel explain		New York, New York	Fri Feb 07 23:59:55 +0000 2020	
261	VisoMirtha	3153573457	RT @clarincom: Coronavirus: The plane sent from Brazil to China may redeem other South American			Fri Feb 07 23:59:55 +0000 2020	
262	yardley_wong	104099417	#day4 captain just announced clinic is busy with/passengers with fever. Will send them out to hospital for checking. T…		hong kong	Fri Feb 07 23:59:54 +0000 2020	
263	edisonburbanoCM	4406287341	RT @CanalCapital: WHO warns of shortage of protective equipment against the new coronavirus →		Buenos Aires, Argentina	Fri Feb 07 23:59:54 +0000 2020	
264	aneshali	436602191	RT @abc_es: WHO warns of the lack of global masks to protect themselves from the coronavirus		España	Fri Feb 07 23:59:54 +0000 2020	
265	1106817031	1269382669	RT @IntyMedia: Breaking news: Trump White House government asked scientists to thoroughly investigate the source of the coronavirus		Shanghai	Fri Feb 07 23:59:54 +0000 2020	
266	kingshalgham	1570575217	"RT @Nigel__DSouza: Drone shots of Wuhan. It’s literally a Ghost Town.

#Wuhan #CoronaVirus"			Fri Feb 07 23:59:54 +0000 2020	
267	arthurspgomes	232909533	You can come Coronavirus			Fri Feb 07 23:59:54 +0000 2020	
268	ReaderCatMe	351852145	British family's fraught escape from Wuhan and coronavirus | World news | The Guardian		Colorado, USA	Fri Feb 07 23:59:54 +0000 2020	
269	zaldytor	109359747	Despite the travel ban on tourists from countries with confirmed ca­ses of the novel #nCoV #coronavirus (2019-nCoV)…	109359747.0		Fri Feb 07 23:59:53 +0000 2020	
270	newyorknewart	631181801	A 19-year-old man named Tyler Wallace is in police custody after he entered a Walmart last Sunday in the Chicago su…		New York City, USA	Fri Feb 07 23:59:53 +0000 2020	
271	CasaMagdalenaCo	1461278486	Now that the #coronavirus has also affected Japan who doesnt accept to many Refugees....Question? Here is how will…		Los Angeles,CA, USA	Fri Feb 07 23:59:53 +0000 2020	
272	SHO_Mats	2555146668	#Coronavirus fatalities soar to 719 out of 33,000 infected and still growing at a double-digit-growth. If a 2.2%…		Mayfair(London) | Midtown(NYC)	Fri Feb 07 23:59:52 +0000 2020	
273	Lkseng3	1208612133983801346			Selangor, Malaysia	Fri Feb 07 23:59:52 +0000 2020	
